FuelType,ElectricFuelConsumption,NetGeneration
Petroleum,"215,122","18,442"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,"1,184"
Petroleum,"36,031","2,106"
Petroleum,0,0
Petroleum,"398,079","50,934"
Petroleum,"367,877","25,384"
Petroleum,"23,739","2,054"
Petroleum,0,0
Petroleum,0,0
Petroleum,"12,749","1,061"
Petroleum,"273,535","26,634"
Petroleum,"8,730",789
Petroleum,0,0
Petroleum,"43,490","6,621"
Petroleum,3,1
Petroleum,"14,882","2,440"
Petroleum,"10,877","1,180"
Petroleum,"1,173",77
Petroleum,"130,665","23,041"
Petroleum,"1,662",188
Petroleum,"16,263","1,844"
Petroleum,694,109
Hydro,"2,690,485","272,206"
Hydro,0,"-118,776"
Hydro,0,"-361,611"
Hydro,"144,592,502","14,628,946"
Hydro,"70,841,019","7,167,242"
Hydro,0,0
Hydro,"394,684","39,932"
Hydro,"3,521,611","356,294"
Hydro,"8,624,052","872,526"
Hydro,"49,154,386","4,973,127"
Hydro,0,0
Hydro,0,0
Hydro,"75,960","7,685"
Petroleum,"3,432",237
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"84,502","11,263"
Petroleum,"4,170",373
Petroleum,0,652
Petroleum,"16,027","1,390"
Petroleum,0,0
Petroleum,"73,754","5,248"
Petroleum,0,0
Petroleum,"229,210","30,540"
Petroleum,"49,822","3,448"
Petroleum,0,0
Petroleum,"24,670","2,495"
Petroleum,"688,511","61,730"
Petroleum,0,0
Petroleum,"2,835",346
Coal,0,0
Other,"4,247,187","243,384"
Other,"669,387","87,710"
Other,"3,201,355","181,152"
Other,"3,961,134","225,075"
Other,"1,635,134","104,994"
Other,"23,070","4,927"
Gas,"103,250","9,903"
Gas,"10,060",452
Gas,"10,386,462","891,513"
Gas,"15,810,087","1,409,298"
Gas,"20,171,037","1,808,927"
Gas,0,0
Gas,"7,551,700","591,562"
Gas,"222,292","12,943"
Gas,"661,295","40,334"
Gas,"10,767,593","1,457,380"
Gas,"189,793","13,988"
Gas,"17,417,935","1,479,288"
Gas,"1,207,108","68,890"
Gas,"10,335,736","912,910"
Gas,"892,804","65,138"
Gas,"27,366,627","2,484,833"
Gas,"575,701","51,820"
Gas,"4,558,941","390,485"
Gas,"4,162","1,175,825"
Gas,"26,268,185","2,315,227"
Gas,"61,172","4,905"
Gas,"1,425,867","101,933"
Gas,"1,120,859","89,762"
Gas,"15,651,838","1,244,118"
Gas,"218,926","37,659"
Gas,"222,571","42,464"
Gas,947,"5,529"
Gas,"187,817","13,118"
Gas,"627,658","528,621"
Gas,"14,401,969","1,251,250"
Gas,"495,862","108,512"
Gas,"3,129,144","285,314"
Gas,"387,974","37,617"
Gas,0,0
Gas,"65,433","13,952"
Gas,"25,420","3,286"
Gas,"450,939","67,130"
Gas,0,0
Gas,"90,806","12,211"
Gas,"960,425","144,917"
Gas,"749,556","1,077,487"
Gas,"18,779,294","1,825,115"
Gas,"117,124","391,651"
Gas,"8,602,794","790,743"
Gas,0,0
Gas,0,"321,434"
Gas,"12,968,299","1,597,368"
Gas,"442,935","29,965"
Gas,"666,863","1,126,578"
Gas,"22,688,531","2,104,259"
Gas,0,"1,997,395"
Gas,"41,581,552","3,797,268"
Gas,0,0
Gas,"21,591,115","2,820,027"
Gas,"127,618","267,042"
Gas,"6,667,744","522,888"
Gas,"2,481,192","316,304"
Gas,"5,203,157","634,474"
Gas,"7,101,982","646,476"
Gas,"29,642","2,392"
Gas,"1,330,706","116,962"
Gas,"538,301","135,546"
Gas,"3,857,290","372,219"
Gas,"2,576,506","254,012"
Gas,"59,758","6,404"
Gas,"1,350,256","488,965"
Gas,"14,000,776","1,587,633"
Gas,"1,374,714","298,343"
Gas,"173,376","28,875"
Gas,0,0
Gas,"12,010","1,981"
Gas,0,0
Gas,"345,276","47,743"
Gas,0,0
Gas,0,0
Gas,"152,639","17,308"
Gas,"1,011,947","114,745"
Gas,"138,158","28,981"
Gas,"79,645","12,547"
Nuclear,"92,687,101","8,837,443"
Nuclear,"52,362,169","4,992,579"
Nuclear,"104,061,066","9,921,917"
Nuclear,"77,591,000","7,398,074"
Nuclear,"48,568,910","4,630,903"
Nuclear,"80,796,383","7,703,698"
Other,0,0
Other,0,0
Petroleum,"22,008","1,954"
Petroleum,"1,215,368","125,431"
Petroleum,"335,928","24,725"
Petroleum,"297,553","21,957"
Petroleum,"214,214","21,113"
Petroleum,0,0
Petroleum,"1,559,439","129,665"
Petroleum,"779,408","49,822"
Petroleum,0,0
Petroleum,"2,035,418","173,353"
Petroleum,"34,787","2,957"
Petroleum,"8,015,189","777,708"
Petroleum,"1,792,868","165,045"
Petroleum,"811,745","69,715"
Petroleum,"396,864","26,523"
Petroleum,"3,462,003","341,700"
Petroleum,0,0
Petroleum,"2,013,561","167,060"
Petroleum,"31,096","5,238"
Petroleum,"45,792","8,737"
Petroleum,0,0
Petroleum,"6,914","1,029"
Petroleum,"590,282","119,184"
Petroleum,0,0
Petroleum,0,0
Coal,"255,029","25,185"
Coal,"20,721,990","2,021,807"
Coal,"28,130,802","2,618,017"
Coal,"4,003,056","418,986"
Coal,0,0
Other,"63,581","4,680"
Other,"1,763,055","137,694"
Coal,0,0
Wind,"7,103,592","718,696"
Wind,"884,571","89,495"
Wind,"1,763,860","178,456"
Wind,"1,598,471","161,723"
Wind,"1,915,224","193,770"
Wind,"783,939","79,314"
Wind,"1,200,659","121,475"
Wind,"1,071,345","108,392"
Wind,"1,621,569","164,060"
Wind,"1,260,576","127,537"
Wind,"1,793,975","181,503"
Wind,"1,329,232","134,483"
Gas,0,0
Gas,"587,909","98,011"
Biomass,"1,404,392","218,801"
Biomass,"464,462","72,369"
Biomass,"2,513,900","185,465"
Biomass,"589,877","33,294"
Biomass,"90,391","7,356"
Biomass,"962,892","82,418"
Coal,"99,535,467","10,056,927"
Coal,"54,592,379","5,072,664"
Coal,"86,949,167","8,604,341"
Coal,"3,321,378","331,162"
Coal,"30,607,910","3,088,213"
Coal,"34,679,268","3,373,028"
Coal,0,0
Coal,"15,974",763
Coal,"64,927,824","6,179,538"
Coal,"1,249,415","87,433"
Coal,"149,859,087","15,291,491"
Coal,"3,326,004","283,034"
Coal,"6,027,019","503,193"
Coal,"81,537,016","7,711,150"
Coal,"72,559,753","7,279,775"
Coal,"21,894,958","2,094,780"
Coal,0,0
Coal,0,0
Coal,"72,236,514","7,244,634"
Coal,"41,668,221","4,257,488"
Coal,"13,282,999","809,871"
Coal,"151,951,462","15,696,015"
Coal,"1,514,289","235,879"
Coal,0,0
Coal,"17,261,595","1,277,360"
Coal,0,0
Coal,0,0
Coal,"527,026","96,840"
Petroleum,"386,322","38,861"
Petroleum,"34,435",289
Petroleum,"136,408","12,662"
Petroleum,0,0
Petroleum,513,-443
Petroleum,"309,681","30,658"
Petroleum,"32,724","1,191"
Petroleum,539,-290
Petroleum,"115,332","11,674"
Petroleum,"5,817",-368
Petroleum,"217,365","21,507"
Petroleum,"1,643",48
Petroleum,"24,462",-50
Petroleum,"110,021","10,446"
Petroleum,392,37
Petroleum,0,0
Petroleum,"1,632",141
Petroleum,"318,140","32,394"
Petroleum,"1,020",-231
Petroleum,"10,482",165
Petroleum,144,7
Petroleum,"18,664","1,512"
Petroleum,"15,775",547
Petroleum,"127,587","11,879"
Petroleum,70,"-1,454"
Petroleum,"198,519","19,810"
Petroleum,"61,043","5,862"
Petroleum,0,-19
Petroleum,"58,377","5,524"
Petroleum,52,-334
Petroleum,"1,730",-109
Petroleum,"274,078","23,729"
Petroleum,"2,961",176
Petroleum,"109,551","11,165"
Petroleum,0,0
Petroleum,0,"-1,151"
Petroleum,"180,599","18,395"
Petroleum,"20,111","3,108"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"1,484",71
Petroleum,"12,033","1,105"
Petroleum,"23,892","1,976"
Petroleum,"9,098",318
Petroleum,0,0
Hydro,"3,080,949","311,711"
Hydro,"1,842,358","186,398"
Gas,0,0
Gas,"12,000",394
Gas,0,0
Gas,0,0
Gas,"116,074","7,215"
Gas,"1,181",37
Gas,"78,226","4,007"
Gas,0,-397
Gas,"46,619","4,226"
Gas,"55,794",889
Gas,"1,260,839","29,568"
Gas,"67,935","4,087"
Gas,"263,440","15,932"
Gas,"28,378","4,417"
Gas,"1,250,670","89,918"
Gas,"223,742","18,978"
Gas,"176,759","14,028"
Gas,"609,564","42,298"
Gas,"346,674","31,982"
Gas,"222,341","436,605"
Gas,"8,040,771","701,685"
Gas,"154,974","13,758"
Gas,0,"229,948"
Gas,"4,692,844","396,003"
Gas,0,0
Gas,"263,746","888,315"
Gas,"17,621,382","1,531,457"
Gas,"63,412","5,258"
Gas,"4,536",356
Gas,"74,065","5,540"
Gas,"22,886","3,231"
Gas,"991,262","139,953"
Gas,935,75
Gas,"212,659","27,177"
Nuclear,"77,035,775","7,327,724"
Nuclear,"79,809,612","7,609,612"
Gas,"18,901","2,174"
Other,130,"3,076"
Other,0,0
Petroleum,"10,006,153","955,755"
Petroleum,"428,823","95,389"
Gas,"30,818",811
Petroleum,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,"6,844,016","688,674"
Coal,"3,118,521","277,150"
Coal,0,0
Coal,"20,447,007","2,005,416"
Coal,"3,269,997","275,402"
Coal,0,0
Coal,0,0
Coal,"818,271","67,135"
Coal,"11,709,180","1,096,524"
Coal,0,0
Coal,"49,054,404","4,690,555"
Coal,"17,883,622","1,701,948"
Coal,"34,121,248","3,445,836"
Other,"72,424","11,312"
Wind,"152,942","15,474"
Biomass,"5,188","1,530"
Biomass,"42,637","5,186"
Biomass,"6,534","1,250"
Biomass,0,0
Biomass,"858,024","164,154"
Biomass,"105,924","20,265"
Coal,0,0
Coal,0,0
Coal,"2,199,732","186,018"
Coal,0,0
Coal,"959,007","134,158"
Petroleum,30,3
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,451,0
Petroleum,0,0
Petroleum,722,0
Petroleum,420,33
Petroleum,"1,925",0
Petroleum,"11,812","1,216"
Petroleum,0,0
Petroleum,"1,225",0
Petroleum,"6,052",514
Petroleum,"87,558","8,322"
Petroleum,"23,375","2,144"
Petroleum,921,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"2,150",149
Petroleum,721,345
Petroleum,717,110
Petroleum,6,0
Petroleum,508,97
Hydro,"3,738,603","378,248"
Hydro,"6,831,830","691,201"
Hydro,0,"-116,831"
Hydro,"7,296,131","738,176"
Hydro,"2,314,488","234,165"
Hydro,"2,620,693","265,145"
Hydro,"14,382,122","1,455,091"
Petroleum,0,0
Coal,0,0
Other,0,0
Gas,"68,746","6,196"
Gas,"4,471,147","396,986"
Gas,"23,223","20,926"
Gas,"368,320","38,433"
Gas,"5,143,347","442,513"
Gas,"687,841","62,503"
Gas,"99,280","6,910"
Gas,"4,810,341","435,088"
Gas,990,57
Gas,"33,902,386","2,888,612"
Gas,0,"716,025"
Gas,"18,433,374","1,586,106"
Gas,"7,579,633","735,679"
Gas,"385,031","29,413"
Gas,"8,975,161","734,935"
Gas,"3,037,587","192,562"
Gas,"9,492,975","1,003,353"
Gas,0,0
Gas,"5,044",359
Gas,"5,545,305","477,782"
Gas,"297,183","22,998"
Gas,"21,900,804","1,916,422"
Gas,0,"515,171"
Gas,"11,453,989","1,007,030"
Gas,0,"290,224"
Gas,"7,772,435","554,506"
Gas,"1,421,601","1,424,512"
Gas,"25,718,640","2,327,706"
Gas,"474,859","1,136,896"
Gas,"22,554,857","1,922,772"
Gas,"2,844,229","1,233,088"
Gas,"21,743,004","2,235,481"
Gas,"12,977,703","1,824,651"
Gas,"18,998,818","2,595,772"
Gas,"3,778,467","2,238,518"
Gas,"35,495,734","3,050,815"
Gas,"704,675","56,480"
Gas,0,0
Gas,"456,514","44,856"
Gas,"381,097","36,870"
Gas,"57,169","5,427"
Gas,"27,373","2,572"
Gas,"212,291","26,020"
Gas,"70,732","62,974"
Gas,"3,024,795","333,473"
Gas,"173,665","27,295"
Gas,"9,550",531
Gas,0,0
Gas,"1,240,308","236,327"
Gas,"69,086","12,063"
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"34,791","6,656"
Coal,"75,669,770","6,834,237"
Coal,"90,553,385","8,444,013"
Coal,"69,069,314","6,718,958"
Coal,"68,332,497","6,549,623"
Coal,"33,782,984","3,098,424"
Coal,"21,541,526","1,829,560"
Coal,"2,901,514","405,901"
Wind,"2,715,756","274,763"
Wind,"5,789,375","585,732"
Wind,"5,369,563","543,258"
Wind,"3,558,122","359,988"
Wind,"2,053,954","207,806"
Wind,"810,666","82,018"
Wind,"2,154,959","218,025"
Petroleum,216,20
Biomass,"391,764","89,309"
Biomass,"1,112,114","141,557"
Biomass,"1,097,123","59,043"
Biomass,"635,848","60,960"
Biomass,0,0
Biomass,"885,137","52,606"
Biomass,"2,190,705","220,630"
Biomass,"275,090","22,431"
Biomass,0,0
Biomass,"749,454","104,469"
Petroleum,"32,621","3,298"
Petroleum,0,0
Petroleum,0,-130
Petroleum,342,-344
Petroleum,"1,612",367
Petroleum,0,0
Hydro,"20,275,512","2,051,347"
Hydro,"9,656,491","976,982"
Hydro,"44,140,055","4,465,809"
Hydro,"83,198,510","8,417,494"
Hydro,"50,337,888","5,092,866"
Hydro,"60,371,524","6,108,005"
Hydro,"817,763","82,736"
Hydro,"53,046,364","5,366,892"
Hydro,0,0
Hydro,"1,538,550","155,660"
Other,"700,784","41,248"
Gas,"116,215","468,682"
Gas,"10,447,157","922,613"
Gas,"672,751","582,971"
Gas,"10,240,518","976,396"
Gas,0,"133,320"
Gas,"4,418,573","315,912"
Gas,"19,386","1,407"
Gas,"181,998","41,491"
Gas,"31,883","4,023"
Gas,0,"1,063,747"
Gas,"22,889,197","2,048,620"
Gas,0,0
Gas,"17,989,627","2,981,732"
Gas,"643,615","1,288,175"
Gas,"24,137,984","2,178,236"
Gas,"17,315",976
Gas,"452,543","971,099"
Gas,"17,592,824","1,677,235"
Gas,"5,310",509
Gas,"218,079","28,014"
Gas,"29,619","1,791"
Gas,"18,992","3,355"
Gas,0,0
Gas,0,0
Gas,0,0
Gas,"407,950","86,631"
Other,0,0
Other,0,0
Petroleum,"3,771",860
Petroleum,0,0
Coal,"31,217,118","3,196,902"
Wind,"947,718","95,884"
Wind,"2,307,450","233,453"
Wind,"1,033,589","104,572"
Wind,"2,131,344","215,636"
Wind,"2,556,715","258,672"
Wind,"7,577,489","766,642"
Wind,"3,398,441","343,833"
Wind,"2,046,655","207,067"
Wind,"1,978,145","200,136"
Wind,"1,715,625","173,576"
Wind,"2,227,231","225,337"
Wind,"1,705,484","172,550"
Wind,"3,705,764","374,926"
Petroleum,"7,737","1,604"
Gas,"4,438,768","244,411"
Biomass,"3,151,632","235,308"
Biomass,"6,660,174","338,456"
Biomass,"2,033,457","127,176"
Biomass,"2,407,703","119,401"
Biomass,"2,065,900","106,964"
Biomass,"1,678,219","159,489"
Biomass,"3,105,193","191,345"
Biomass,"1,875,194","112,712"
Biomass,"1,998,421","177,637"
Biomass,0,0
Biomass,"2,392,644","132,599"
Biomass,"146,399","5,195"
Biomass,"153,250","13,355"
Biomass,0,0
Biomass,"193,855","37,785"
Biomass,"1,183,173","76,012"
Biomass,"1,422,286","259,970"
Biomass,"19,033","3,479"
Biomass,"252,401","46,135"
Coal,"4,227,977","344,096"
Coal,"23,103,853","2,272,527"
Coal,"10,814,845","950,710"
Coal,"115,816,969","12,147,611"
Coal,"114,935,686","11,401,719"
Coal,"23,689,211","2,274,802"
Coal,"100,785,753","10,509,550"
Coal,"6,960,053","615,776"
Coal,"86,288,878","8,840,237"
Coal,0,0
Coal,0,0
Coal,"95,927,381","9,901,003"
Coal,"13,445,277","1,073,518"
Coal,"4,818,732","427,936"
Coal,"22,706,744","1,758,158"
Coal,"6,052,548","566,796"
Coal,"69,095,612","6,781,911"
Coal,"8,685,048","799,712"
Coal,"171,386,244","17,357,924"
Coal,"27,780,463","2,759,657"
Coal,0,0
Coal,"1,308,390","124,392"
Coal,"1,297,778","90,818"
Coal,"7,884,948","738,973"
Coal,"3,275",712
Coal,"1,629,253","296,727"
Petroleum,0,"-1,926"
Petroleum,0,-456
Petroleum,"14,296",98
Petroleum,"92,448","5,851"
Petroleum,"33,814","1,776"
Petroleum,"97,567","9,597"
Petroleum,"1,737","-8,325"
Petroleum,"31,566","2,669"
Petroleum,"1,555",154
Petroleum,0,0
Petroleum,"160,298","15,925"
Petroleum,"97,418","8,909"
Petroleum,853,-172
Petroleum,"165,183","15,714"
Petroleum,"25,143","2,465"
Petroleum,"295,361","30,606"
Petroleum,150,14
Petroleum,"24,573","2,171"
Petroleum,"2,730",255
Petroleum,"230,290","23,365"
Petroleum,"25,829","2,076"
Petroleum,"311,508","31,518"
Petroleum,"2,756",163
Petroleum,475,28
Petroleum,"69,095","5,421"
Petroleum,228,3
Petroleum,"78,697","6,614"
Petroleum,"3,197",194
Petroleum,"77,378","5,928"
Petroleum,12,47
Petroleum,0,0
Petroleum,"6,926","-2,759"
Petroleum,"42,279","3,229"
Petroleum,"241,617","23,674"
Petroleum,"7,805",737
Petroleum,"323,432","32,689"
Petroleum,0,0
Petroleum,"22,510","1,631"
Petroleum,0,0
Petroleum,"30,579","1,565"
Petroleum,"8,457",805
Petroleum,"6,774",740
Petroleum,0,"13,791"
Petroleum,"415,939","31,345"
Petroleum,0,0
Petroleum,"8,464",899
Petroleum,"253,507","17,129"
Petroleum,"4,353",462
Petroleum,"101,730","6,502"
Petroleum,"92,046","17,427"
Petroleum,"2,889",326
Petroleum,"19,943","1,869"
Petroleum,16,2
Petroleum,0,0
Petroleum,"2,505",259
Petroleum,36,7
Petroleum,"21,799","4,279"
Petroleum,897,164
Hydro,"7,009,258","709,152"
Hydro,0,"-302,379"
Hydro,"10,573,666","1,069,776"
Hydro,0,"-257,966"
Hydro,"984,313","99,586"
Hydro,"9,313,908","942,322"
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Other,"5,232,938","265,927"
Other,"1,891,783","93,816"
Other,"1,623,170","84,041"
Other,"2,439,873","150,348"
Other,"1,856,189","101,993"
Other,"181,218","35,321"
Gas,"1,613","-1,435"
Gas,"44,225","1,863"
Gas,"1,138",-313
Gas,0,0
Gas,0,0
Gas,"77,176","8,076"
Gas,"59,233","3,046"
Gas,"1,717,035","113,669"
Gas,"749,287","61,022"
Gas,"2,613,594","200,953"
Gas,0,0
Gas,"61,351","5,409"
Gas,"27,664","2,082"
Gas,"55,367","5,427"
Gas,"35,714","1,818"
Gas,"35,973","2,644"
Gas,"134,498","29,070"
Gas,"419,252","23,120"
Gas,0,0
Gas,"47,158","4,470"
Gas,0,"900,175"
Gas,"16,810,639","1,464,375"
Gas,445,"1,055,334"
Gas,"21,365,985","1,897,271"
Gas,"485,670","40,049"
Gas,"1,702,331","2,484,975"
Gas,"44,934,572","4,046,012"
Gas,0,"1,038,143"
Gas,"22,157,545","2,032,800"
Gas,"379,904","33,339"
Gas,"825,688","982,967"
Gas,"17,556,675","1,563,972"
Gas,0,"789,429"
Gas,"15,864,267","1,310,386"
Gas,0,"276,463"
Gas,"10,502,756","998,768"
Gas,0,"290,085"
Gas,"4,708,826","349,483"
Gas,"365,972","1,240,655"
Gas,"27,224,271","2,447,435"
Gas,"161,777","663,697"
Gas,"13,763,608","1,236,324"
Gas,"184,760","19,383"
Gas,"2,001,657","213,436"
Gas,"942,813","190,723"
Gas,"2,389,496","435,561"
Gas,"984,618","174,702"
Gas,"98,565","16,733"
Gas,"93,785","9,704"
Gas,"34,500","3,262"
Gas,"361,696","34,197"
Gas,"58,955","17,461"
Gas,"498,242","9,450"
Gas,"2,319,457","439,055"
Gas,0,0
Gas,"17,956","3,300"
Nuclear,"104,268,925","9,941,736"
Nuclear,"90,910,960","8,668,093"
Nuclear,"75,696,973","7,217,484"
Nuclear,"64,962,263","6,193,961"
Nuclear,"109,867,359","10,475,530"
Nuclear,"94,508,698","9,011,127"
Nuclear,"105,083,919","10,019,443"
Nuclear,"97,657,996","9,311,403"
Nuclear,"61,791,227","5,888,909"
Gas,"318,780","68,900"
Gas,"925,781","51,084"
Gas,"698,867","41,836"
Gas,"725,791","46,036"
Other,"171,375","22,524"
Other,0,0
Other,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"572,756","37,159"
Petroleum,"194,817","18,659"
Petroleum,"962,123","140,775"
Gas,"16,076",792
Gas,"7,555",666
Petroleum,"3,152,743","284,746"
Petroleum,"312,741","28,464"
Petroleum,"957,308","76,060"
Petroleum,"154,950","13,193"
Petroleum,0,0
Petroleum,"1,740",33
Petroleum,0,0
Petroleum,"131,186","8,434"
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,0,0
Coal,491,100
Solar,0,0
Solar,0,0
Coal,0,0
Coal,"22,931,320","2,246,817"
Coal,0,0
Coal,"5,823,681","438,207"
Coal,0,0
Other,"917,126","88,573"
Coal,"36,953,637","3,405,286"
Coal,"29,672,059","2,526,910"
Coal,"43,568,547","4,115,725"
Coal,"1,087,404","159,106"
Wind,"1,517,756","153,557"
Wind,"420,229","42,516"
Wind,"745,985","75,474"
Wind,"898,751","90,930"
Wind,"275,171","27,840"
Wind,"5,246,620","530,820"
Petroleum,"47,013","4,756"
Petroleum,"12,868","1,220"
Biomass,"1,938,670","152,776"
Petroleum,0,174
Petroleum,"4,269",362
Petroleum,"124,386","11,385"
Petroleum,0,0
Petroleum,"12,107","2,446"
Petroleum,687,110
Petroleum,0,0
Hydro,"60,638","6,135"
Gas,0,"587,133"
Gas,"13,934,554","1,186,363"
Gas,"29,482","171,847"
Gas,"4,286,503","338,011"
Gas,"39,849","183,442"
Gas,"4,542,173","355,967"
Gas,0,"565,667"
Gas,"11,081,719","956,447"
Gas,"221,582","1,131,654"
Gas,"22,301,235","1,985,476"
Gas,"9,263","1,389"
Gas,"136,277","29,853"
Gas,"211,090","33,753"
Gas,"431,578","26,275"
Petroleum,"27,639","1,786"
Biomass,"12,966",563
Biomass,"7,147,665","281,049"
Biomass,"1,170,802","230,434"
Biomass,"1,092,452","215,014"
Biomass,"4,799,735","377,820"
Biomass,"908,315","71,496"
Biomass,"2,102,797","304,539"
Biomass,"896,269","129,803"
Biomass,"325,461","21,089"
Biomass,"548,516","54,061"
Biomass,0,0
Biomass,"105,089","8,860"
Biomass,"310,216","38,834"
Coal,"142,025,505","14,220,894"
Coal,"9,715,877","931,999"
Coal,"4,712,222","422,985"
Coal,"11,301,504","1,078,214"
Coal,"9,469,714","970,515"
Coal,"3,819,882","371,030"
Coal,"33,547,513","3,342,516"
Coal,"36,373,507","3,799,479"
Coal,"2,435,859","227,353"
Coal,"60,495,593","5,844,409"
Coal,"23,962,366","2,555,530"
Coal,"5,347,636","210,931"
Coal,"338,935","66,708"
Coal,"1,125,354","110,349"
Coal,"191,958","27,801"
Coal,"5,218,713","516,187"
Coal,"3,695,357","336,339"
Coal,"663,714","123,987"
Petroleum,"158,912","15,884"
Petroleum,"116,733","4,848"
Petroleum,795,32
Petroleum,"5,224",506
Petroleum,0,-674
Petroleum,"15,525",-80
Petroleum,"49,651","3,878"
Petroleum,"123,382","11,870"
Petroleum,"13,320","1,322"
Petroleum,0,"2,120"
Petroleum,"57,959","5,195"
Petroleum,"11,890","1,083"
Petroleum,"1,258",120
Petroleum,"144,009","14,235"
Petroleum,"7,310",456
Petroleum,"105,305","10,500"
Petroleum,"43,941",666
Petroleum,"58,329","5,632"
Petroleum,"15,358","1,629"
Petroleum,0,0
Petroleum,"1,706","-1,508"
Petroleum,"24,524","2,413"
Petroleum,"7,118","1,031"
Petroleum,243,22
Petroleum,0,0
Petroleum,0,0
Petroleum,0,0
Petroleum,"6,639",911
Petroleum,"43,537","2,707"
Petroleum,"14,467","1,564"
Petroleum,"5,063",484
Petroleum,0,0
Petroleum,462,48
Petroleum,"1,295",201
Petroleum,"6,101",764
Hydro,0,0
Hydro,0,"-222,399"
Hydro,"1,830,466","185,195"
Hydro,"2,158,380","218,371"
Hydro,"5,137,178","519,747"
Hydro,0,"-254,068"
Hydro,"488,904","49,464"
Hydro,"1,928,291","194,767"
Hydro,0,"-499,976"
Hydro,"8,799,934","890,321"
Hydro,"422,983","42,794"
Hydro,"15,691","1,587"
Petroleum,0,0
Other,"253,795","31,771"
Gas,"779,495","50,013"
Gas,531,5
Gas,0,-674
Gas,"24,560",656
Gas,"188,487","18,024"
Gas,0,0
Gas,0,"591,219"
Gas,"17,724,639","1,675,511"
Gas,"349,662","35,650"
Gas,"309,139","29,666"
Gas,"38,436","2,146"
Gas,568,57
Gas,0,0
Gas,0,"753,705"
Gas,"13,814,325","1,110,716"
Gas,"3,871,380","308,993"
Gas,"62,375","1,996"
Gas,"40,675","8,005"
Gas,"8,362","1,211"
Gas,"3,791,134","351,511"
Gas,119,"12,983"
Gas,"282,920","31,205"
Gas,0,0
Gas,"31,486,575","4,278,826"
Gas,"470,756","39,530"
Gas,0,0
Gas,"1,106,807","101,159"
Gas,31,6
Nuclear,"67,890,827","6,473,191"
Nuclear,"66,249,003","6,310,555"
Nuclear,"79,782,091","7,606,988"
Nuclear,"73,150,592","6,974,694"
Nuclear,"94,413,396","9,002,040"
Nuclear,"93,450,419","8,910,223"
Nuclear,"72,073,987","6,872,043"
Petroleum,"3,857,403","383,070"
Gas,0,0
Petroleum,"218,873","11,970"
Petroleum,"29,129","5,733"
Petroleum,0,0
Petroleum,"20,461","2,963"
Coal,0,0
Coal,0,0
Coal,0,0
Other,"203,983","20,418"
Other,"367,096","53,165"
Petroleum,0,"-1,939"
Petroleum,"139,398","13,361"
Petroleum,"228,042","20,363"
Biomass,"61,938","5,775"
Petroleum,"4,887",304
Petroleum,0,0
Petroleum,"22,986","2,129"
Petroleum,"50,693","2,978"
Petroleum,0,0
Petroleum,"43,698","3,022"
Petroleum,"9,979",798
Petroleum,"2,276",166
Petroleum,"5,214",642
Petroleum,356,52
Hydro,"18,296,826","1,851,156"
Hydro,"13,150,670","1,330,501"
Hydro,"6,587,261","666,457"
Hydro,"4,656,261","471,091"
Gas,"197,887","12,097"
Gas,"1,182,228","109,377"
Gas,"5,692",526
Gas,"2,040",133
Coal,"32,970,301","3,062,222"
Coal,"1,656,940","128,691"
Other,"336,090","31,318"
Wind,"1,736,015","175,639"
Wind,"951,346","96,251"
Wind,"55,066","5,571"
Wind,"1,135,141","114,847"
Biomass,"1,009,915","190,707"
Biomass,"389,750","73,598"
Biomass,"35,172","6,927"
Biomass,0,0
Biomass,"313,308","28,507"
Biomass,"2,000,738","386,938"
Biomass,0,0
Biomass,"1,132,249","209,754"
Coal,0,0
Coal,"30,858,396","3,296,441"
Coal,"168,729,893","15,799,895"
Coal,0,0
Coal,"37,951,683","3,606,515"
Coal,"13,586,171","1,207,277"
Coal,"20,467,307","1,895,010"
Coal,0,0
Coal,"152,227","28,746"
Coal,"5,434,252","1,070,172"
Coal,"95,060","17,987"
Coal,"444,264","84,450"
Petroleum,"5,055","-1,024"
Petroleum,"294,982","30,376"
Petroleum,"214,531","14,833"
Petroleum,"789,205","73,445"
Petroleum,"72,414","7,620"
Petroleum,"103,837","10,095"
Petroleum,"26,516","2,525"
Petroleum,"82,180","5,402"
Petroleum,"290,525","25,316"
Petroleum,"106,510","3,817"
Petroleum,"7,162",602
Petroleum,"15,903","1,588"
Petroleum,"8,168","1,514"
Hydro,"3,710,530","375,408"
Hydro,"7,904,235","799,700"
Hydro,"4,363,164","441,437"
Hydro,"8,001,435","809,534"
Hydro,"5,213,416","527,460"
